Starting new run: Thu Jul 06 15:08:57 2023

alphaCam;alphaDotCam;systemTime
0.000000;-0.348168;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.010810;0.692602;Thu Jul 06 15:09:05 2023
0.005405;-0.345520;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.000000;-0.345409;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.345323;Thu Jul 06 15:09:05 2023
0.000000;-0.345409;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.345434;Thu Jul 06 15:09:05 2023
0.000000;-0.345444;Thu Jul 06 15:09:05 2023
0.005405;0.344819;Thu Jul 06 15:09:05 2023
0.005405;0.000000;Thu Jul 06 15:09:05 2023
0.000000;-0.345262;Thu Jul 06 15:09:05 2023
0.005435;0.347087;Thu Jul 06 15:09:05 2023
-0.005405;-0.692657;Thu Jul 06 15:09:05 2023
0.000000;0.345579;Thu Jul 06 15:09:05 2023
0.000000;0.000000;Thu Jul 06 15:09:05 2023
0.005405;0.345729;Thu Jul 06 15:09:05 2023
0.000000;-0.345873;Thu Jul 06 15:09:06 2023
0.005405;0.346070;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.000000;-0.346007;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005405;0.346757;Thu Jul 06 15:09:06 2023
0.005405;0.000000;Thu Jul 06 15:09:06 2023
0.000000;-0.347170;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.000000;0.000000;Thu Jul 06 15:09:06 2023
0.005435;0.349542;Thu Jul 06 15:09:06 2023
