Starting new run: Thu Jun  8 13:18:23 2023

cameraAngle;alphaCam;alphaDotCam;alphaQube;alphaDotQube;Kx;KxCam;systemTime
0.018180;0.000317;0.015325;0.000000;0.000000;-0.105355;-0.026832;Thu Jun  8 13:18:44 2023
0.005988;0.000105;-0.030114;0.000000;0.000000;-0.104806;-0.224905;Thu Jun  8 13:18:44 2023
0.024092;0.000420;0.044717;0.000000;0.000000;-0.104257;0.101127;Thu Jun  8 13:18:45 2023
0.018070;0.000315;-0.014873;0.000000;0.000000;-0.103709;-0.150635;Thu Jun  8 13:18:45 2023
0.011975;0.000209;-0.015055;0.000000;0.000000;-0.103160;-0.155837;Thu Jun  8 13:18:45 2023
0.000000;0.000000;-0.029582;0.000000;0.000000;-0.102611;-0.225410;Thu Jun  8 13:18:45 2023
0.005988;0.000105;0.014791;0.000000;0.000000;-0.102062;-0.035750;Thu Jun  8 13:18:45 2023
0.012048;0.000210;0.014969;0.000000;0.000000;-0.101513;-0.029497;Thu Jun  8 13:18:45 2023
0.000000;0.000000;-0.029760;0.000000;0.000000;-0.100964;-0.224503;Thu Jun  8 13:18:45 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.100416;-0.100416;Thu Jun  8 13:18:45 2023
0.024092;0.000420;0.059510;0.000000;0.000000;-0.099867;0.166926;Thu Jun  8 13:18:45 2023
0.005988;0.000105;-0.044719;0.000000;0.000000;-0.099318;-0.280045;Thu Jun  8 13:18:45 2023
0.011904;0.000208;0.014614;0.000000;0.000000;-0.098769;-0.028344;Thu Jun  8 13:18:45 2023
0.011904;0.000208;0.000000;-0.003068;-0.306796;-1.515922;-0.088460;Thu Jun  8 13:18:45 2023
0.024238;0.000423;0.030465;0.000000;0.306796;0.399467;-0.727767;Thu Jun  8 13:18:45 2023
0.000000;0.000000;-0.059871;0.003068;0.306796;0.524242;-1.141998;Thu Jun  8 13:18:45 2023
0.012048;0.000210;0.029761;0.003068;0.000000;-0.768959;-0.779668;Thu Jun  8 13:18:45 2023
0.005952;0.000104;-0.015058;0.006136;0.306796;1.405273;-0.214185;Thu Jun  8 13:18:45 2023
0.006061;0.000106;0.000267;0.006136;0.000000;-0.645007;-0.927187;Thu Jun  8 13:18:45 2023
0.005988;0.000105;-0.000179;0.006136;0.000000;0.111249;-0.172845;Thu Jun  8 13:18:45 2023
0.030111;0.000526;0.059598;0.009204;0.306796;0.751968;-0.681901;Thu Jun  8 13:18:45 2023
0.011904;0.000208;-0.044985;0.009204;0.000000;0.234378;-0.374991;Thu Jun  8 13:18:45 2023
0.024385;0.000426;0.030837;0.006136;-0.306796;-1.184147;-0.050830;Thu Jun  8 13:18:45 2023
0.000000;0.000000;-0.060248;0.006136;0.000000;0.088602;-0.449760;Thu Jun  8 13:18:45 2023
0.005988;0.000105;0.014794;0.009204;0.306796;1.505480;-0.134158;Thu Jun  8 13:18:45 2023
0.006024;0.000105;0.000089;0.009204;0.000000;0.231085;-0.195995;Thu Jun  8 13:18:45 2023
0.011904;0.000208;0.014528;0.006136;-0.306796;-1.187440;-0.132059;Thu Jun  8 13:18:45 2023
0.006024;0.000105;-0.014528;0.003068;-0.306796;-1.332393;-0.258321;Thu Jun  8 13:18:45 2023
0.017962;0.000313;0.029496;0.006136;0.306796;1.358058;-0.066601;Thu Jun  8 13:18:45 2023
0.006024;0.000105;-0.029497;0.009204;0.306796;0.724930;-1.098540;Thu Jun  8 13:18:45 2023
0.023948;0.000418;0.044287;0.009204;0.000000;0.207065;-0.021846;Thu Jun  8 13:18:45 2023
0.012121;0.000212;-0.029224;0.009204;0.000000;0.205968;-0.337797;Thu Jun  8 13:18:45 2023
0.005988;0.000105;-0.015154;0.006136;-0.306796;-0.436398;0.490916;Thu Jun  8 13:18:45 2023
0.006024;0.000105;0.000089;0.006136;0.000000;0.079546;-0.203404;Thu Jun  8 13:18:45 2023
0.006024;0.000105;0.000000;0.006136;0.000000;0.078723;-0.204597;Thu Jun  8 13:18:45 2023
0.017962;0.000313;0.029499;0.006136;0.000000;0.077900;-0.073175;Thu Jun  8 13:18:45 2023
0.024092;0.000420;0.015146;0.006136;0.000000;0.077076;-0.128555;Thu Jun  8 13:18:45 2023
0.011904;0.000208;-0.030115;0.006136;0.000000;0.076253;-0.327260;Thu Jun  8 13:18:45 2023
0.024238;0.000423;0.030476;0.009204;0.306796;1.493132;-0.066445;Thu Jun  8 13:18:45 2023
0.006024;0.000105;-0.045006;0.006136;-0.306796;-0.422532;0.380890;Thu Jun  8 13:18:45 2023
0.005988;0.000105;-0.000089;0.003068;-0.306796;-0.547581;0.586401;Thu Jun  8 13:18:45 2023
0.023948;0.000418;0.044379;0.003068;0.000000;-0.031088;0.028644;Thu Jun  8 13:18:45 2023
0.017962;0.000313;-0.014790;0.003068;0.000000;0.745071;0.554271;Thu Jun  8 13:18:45 2023
0.017962;0.000313;0.000000;0.003068;0.000000;-0.011734;-0.141136;Thu Jun  8 13:18:45 2023
0.005952;0.000104;-0.029676;0.000000;-0.306796;-0.653002;0.502259;Thu Jun  8 13:18:45 2023
-0.005988;-0.000105;-0.029504;0.000000;0.000000;-0.135960;-0.263347;Thu Jun  8 13:18:45 2023
