Starting new run: Thu Jul 06 14:47:08 2023

alphaCam;alphaDotCam;systemTime
0.005319;0.353538;Thu Jul 06 14:47:23 2023
0.000000;-0.353273;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
-0.005263;-0.349560;Thu Jul 06 14:47:23 2023
0.005319;0.702849;Thu Jul 06 14:47:23 2023
0.005291;-0.001870;Thu Jul 06 14:47:23 2023
0.005319;0.001869;Thu Jul 06 14:47:23 2023
0.000000;-0.353262;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005319;0.353676;Thu Jul 06 14:47:23 2023
0.000000;-0.353678;Thu Jul 06 14:47:23 2023
0.005291;0.351806;Thu Jul 06 14:47:23 2023
0.005291;0.000000;Thu Jul 06 14:47:23 2023
0.000000;-0.351766;Thu Jul 06 14:47:23 2023
0.005291;0.351740;Thu Jul 06 14:47:23 2023
0.000000;-0.351715;Thu Jul 06 14:47:23 2023
0.005319;0.353833;Thu Jul 06 14:47:23 2023
0.005291;-0.001873;Thu Jul 06 14:47:23 2023
0.005291;0.000000;Thu Jul 06 14:47:23 2023
0.005291;0.000000;Thu Jul 06 14:47:23 2023
0.000000;-0.352012;Thu Jul 06 14:47:23 2023
0.005319;0.353859;Thu Jul 06 14:47:23 2023
0.000000;-0.353860;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005319;0.353836;Thu Jul 06 14:47:23 2023
0.010582;0.350073;Thu Jul 06 14:47:23 2023
0.000000;-0.703912;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005291;0.351866;Thu Jul 06 14:47:23 2023
0.010582;0.351823;Thu Jul 06 14:47:23 2023
0.000000;-0.703615;Thu Jul 06 14:47:23 2023
0.005291;0.351793;Thu Jul 06 14:47:23 2023
-0.005236;-0.699914;Thu Jul 06 14:47:23 2023
0.005319;0.701736;Thu Jul 06 14:47:23 2023
0.000000;-0.353621;Thu Jul 06 14:47:23 2023
0.010582;0.703444;Thu Jul 06 14:47:23 2023
0.000000;-0.703446;Thu Jul 06 14:47:23 2023
0.005319;0.353606;Thu Jul 06 14:47:23 2023
0.005263;-0.003722;Thu Jul 06 14:47:23 2023
0.005291;0.001851;Thu Jul 06 14:47:23 2023
0.005291;0.000000;Thu Jul 06 14:47:23 2023
0.000000;-0.351689;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.000000;0.000000;Thu Jul 06 14:47:23 2023
0.005319;0.353537;Thu Jul 06 14:47:23 2023
0.005263;-0.003721;Thu Jul 06 14:47:23 2023
0.000000;-0.349771;Thu Jul 06 14:47:23 2023
0.005291;0.351598;Thu Jul 06 14:47:23 2023
0.000000;-0.351574;Thu Jul 06 14:47:23 2023
0.005319;0.353421;Thu Jul 06 14:47:23 2023
0.005319;0.000000;Thu Jul 06 14:47:24 2023
0.005291;-0.001870;Thu Jul 06 14:47:24 2023
0.005291;0.000000;Thu Jul 06 14:47:24 2023
-0.005291;-0.703064;Thu Jul 06 14:47:24 2023
0.000000;0.351664;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.010582;0.703889;Thu Jul 06 14:47:24 2023
0.005319;-0.350079;Thu Jul 06 14:47:24 2023
0.000000;-0.353892;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.005319;0.353985;Thu Jul 06 14:47:24 2023
0.000000;-0.353980;Thu Jul 06 14:47:24 2023
0.005291;0.352188;Thu Jul 06 14:47:24 2023
0.005291;0.000000;Thu Jul 06 14:47:24 2023
0.000000;-0.352124;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.000000;0.000000;Thu Jul 06 14:47:24 2023
0.005319;0.354327;Thu Jul 06 14:47:24 2023
0.000000;-0.354374;Thu Jul 06 14:47:24 2023
0.005291;0.352454;Thu Jul 06 14:47:24 2023
0.005291;0.000000;Thu Jul 06 14:47:24 2023
