Starting new run:  K= -1.000000, -1.661800, 36.745900, -1.622700, 3.242100 - Fri Jun 30 12:02:20 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;twoDotCheck;Kx;KxCam;alphaFiltered;alphaDotFiltered;camControl;systemTime
0.006136;0.000000;0.012272;0.000000;0.152784;0.000000;62.500000;83.500000;250.500000;82.500000;0.005319;0.797111;0.304762;1;0.052292;-0.170617;0.001927;-0.141794;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.012272;0.000000;0.152866;0.000000;62.500000;83.500000;251.500000;82.500000;0.005291;-0.004217;0.303149;1;0.052210;-0.102437;0.004263;0.047421;0;Fri Jun 30 12:02:36 2023
0.009204;0.460194;0.012272;0.000000;0.152948;0.000000;62.500000;83.500000;250.500000;81.500000;0.010638;0.801278;0.609507;1;1.656859;-0.016704;0.007199;0.395292;0;Fri Jun 30 12:02:36 2023
0.009204;0.000000;0.012272;0.000000;0.153030;0.000000;62.500000;83.500000;250.500000;82.500000;0.005319;-0.797045;0.304762;1;0.164782;0.114435;0.008144;0.294216;0;Fri Jun 30 12:02:36 2023
0.006136;-0.460194;0.012272;0.000000;0.153112;0.000000;62.500000;83.500000;250.500000;82.500000;0.005319;0.000000;0.304762;1;-1.440031;0.152154;0.006195;0.134833;0;Fri Jun 30 12:02:36 2023
0.003068;-0.460194;0.009204;-0.460194;0.153173;0.000000;63.500000;82.500000;252.500000;81.500000;0.005291;-0.004218;0.303149;1;-0.800972;0.805933;0.005307;-0.155219;0;Fri Jun 30 12:02:36 2023
0.006136;0.460194;0.009204;0.000000;0.153234;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;0.000000;0.303149;1;1.548936;0.026473;0.004934;-0.204033;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.009204;0.000000;0.153296;0.000000;63.500000;82.500000;250.500000;81.500000;0.005348;0.008480;0.306392;1;0.056879;0.028692;0.005202;-0.114984;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.009204;0.000000;0.153357;0.000000;62.500000;82.500000;251.500000;81.500000;0.005291;-0.008480;0.303149;1;0.056818;0.022495;0.005621;-0.012507;0;Fri Jun 30 12:02:36 2023
0.006136;0.000000;0.009204;0.000000;0.153419;0.000000;63.500000;82.500000;251.500000;81.500000;0.005319;0.004218;0.304762;1;0.056756;0.037841;0.005604;0.042294;0;Fri Jun 30 12:02:36 2023
