Starting new run: Thu Jun  8 13:11:00 2023

cameraAngle;alphaCam;alphaDotCam;alphaQube;alphaDotQube;Kx;KxCam;systemTime
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.322948;-0.049376;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.048827;-0.048827;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.592990;-0.824712;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.494199;-0.067633;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.196801;-0.067358;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077046;-0.067084;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077320;-0.066809;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077595;-0.066535;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077869;-0.066261;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078144;-0.065986;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078418;-0.065712;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078692;-0.065437;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078967;-0.065163;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.079241;-0.064889;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;-0.696918;-0.841048;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.059887;-0.084243;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.059887;-0.084243;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.306796;0.701155;-0.860677;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.184113;-0.104147;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.183839;-0.104421;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.234138;-0.104695;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.456862;-0.104970;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;-0.593418;-0.881678;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.162838;-0.125422;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.162289;-0.125971;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.161740;-0.126520;Thu Jun  8 13:11:10 2023
0.000000;0.000000;0.000000;0.009204;0.306796;1.578893;-0.127068;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.009204;0.000000;0.304772;-0.127617;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.613592;-1.754747;0.648268;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.605950;0.667622;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.552086;-0.865616;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.452746;-0.109086;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.178899;-0.109360;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.239077;-0.109635;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.810654;0.666525;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.053850;-0.090280;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.053850;-0.090280;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.363852;-0.090280;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.090280;-0.090280;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.550988;-0.866714;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.451648;-0.110183;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.177802;-0.110458;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-0.463741;0.665701;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.053026;-0.091103;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.053026;-0.091103;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.588242;0.685330;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.071200;-0.071200;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.570343;-0.847359;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.053575;-0.090555;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.830009;0.685879;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.073479;-0.070651;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.567515;0.706057;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.050199;-0.050199;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;-0.003068;-0.306796;-0.690918;0.726784;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;-0.003068;0.000000;-0.949761;-0.805632;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;0.306796;1.225294;-0.048278;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.593539;-0.824163;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077046;-0.067084;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077320;-0.066809;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077595;-0.066535;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.077869;-0.066261;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.339558;-0.065986;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.351990;-0.065712;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.306796;0.719961;-0.841871;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-0.438075;0.691367;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.078967;-0.065163;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.079241;-0.064889;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.079516;-0.064614;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.561478;0.712094;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.597106;-0.820596;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.080613;-0.063517;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.080888;-0.063242;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.081162;-0.062968;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.081436;-0.062693;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.081711;-0.062419;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.081985;-0.062145;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.082260;-0.061870;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.082534;-0.061596;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.082808;-0.061321;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.083083;-0.061047;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.083357;-0.060773;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.083632;-0.060498;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.083906;-0.060224;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.084180;-0.059949;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.084455;-0.059675;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.084729;-0.059400;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085004;-0.059126;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085278;-0.058852;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085553;-0.058577;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.085827;-0.058303;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.086101;-0.058028;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.086376;-0.057754;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.086650;-0.057480;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.086925;-0.057205;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.330503;-0.056931;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.361046;-0.056656;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.306796;0.729016;-0.832816;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.205453;-0.076011;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.068119;-0.076011;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.068119;-0.076011;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.485821;-0.076011;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.006136;0.000000;0.212249;-0.076011;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-0.429020;0.700423;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.329680;-0.056108;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.055833;-0.055833;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.362143;-0.055559;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;-0.687588;-0.831718;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.572052;0.701520;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.306796;0.586258;-0.831444;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:11 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.069491;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.487193;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.204081;-0.074639;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.571777;0.701795;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.054736;-0.054736;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.363241;-0.054461;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.089943;-0.054187;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-0.551051;0.722521;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;-0.003068;-0.306796;-1.451437;-0.033735;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;0.306796;1.240386;-0.033186;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.809071;-0.809071;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.365711;-0.051991;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.092413;-0.051717;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.325015;-0.051443;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.051168;-0.051168;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.306796;1.366808;-0.050894;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;-0.682923;-0.827053;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.073881;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.073881;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.073881;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.073881;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.006136;0.306796;1.491583;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;-0.306796;-1.199691;-0.070248;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.003068;0.000000;0.850315;0.706185;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;-0.306796;-1.323917;-0.050345;Thu Jun  8 13:11:12 2023
0.000000;0.000000;0.000000;0.000000;0.000000;-0.050071;-0.050071;Thu Jun  8 13:11:12 2023
