Starting new run: Mon Jun 12 16:28:42 2023

alphaQube;alphaDotQube;thetaQube;thetaDotQube;z;thetaTarget;p1x;p1y;p2x;p2y;alphaCam;alphaDotCam;cameraAngle;Kx;KxCam;systemTime
0.000000;0.000000;-0.000000;0.000000;0.019451;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;-0.722467;0.000000;-0.173974;-3.173079;Mon Jun 12 16:28:56 2023
0.003068;0.306796;0.003068;0.306796;0.019482;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;-0.718728;-0.295336;0.467294;-4.176150;Mon Jun 12 16:28:56 2023
0.003068;0.000000;0.003068;0.000000;0.019512;0.000000;38.500000;104.500000;231.500000;104.500000;0.000000;0.718692;0.000000;-0.049748;2.789557;Mon Jun 12 16:28:56 2023
0.003068;0.000000;0.003068;0.000000;0.019543;0.000000;38.500000;104.500000;231.500000;103.500000;0.005181;0.722394;0.296867;-0.050022;3.048062;Mon Jun 12 16:28:56 2023
0.006136;0.306796;0.003068;0.000000;0.019574;0.000000;37.500000;104.500000;230.500000;104.500000;0.000000;-0.722365;0.000000;1.367405;-3.193109;Mon Jun 12 16:28:57 2023
0.003068;-0.306796;0.003068;0.000000;0.019604;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;-1.324143;-0.194701;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;-0.306796;0.019604;0.000000;37.500000;104.500000;231.500000;104.500000;0.000000;0.000000;0.000000;0.725588;0.581458;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019604;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;-0.718517;-0.295336;-0.031217;-3.400210;Mon Jun 12 16:28:57 2023
0.000000;-0.306796;-0.003068;-0.306796;0.019574;0.000000;36.500000;103.500000;230.500000;104.500000;-0.005155;0.000000;-0.295336;-0.672485;0.358930;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.003068;0.000000;0.019543;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;0.000000;-0.295336;-0.155443;-0.397601;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.003068;0.000000;0.019512;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;0.000000;-0.295336;-0.155169;-0.397326;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.003068;0.000000;0.019482;0.000000;36.500000;102.500000;231.500000;104.500000;-0.010256;-0.711062;-0.587628;-0.154894;-3.588473;Mon Jun 12 16:28:57 2023
0.003068;0.306796;-0.000000;0.306796;0.019482;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;0.711042;-0.295336;0.486648;1.778468;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019482;0.000000;38.500000;104.500000;230.500000;104.500000;0.000000;0.718412;0.000000;-0.030119;2.808023;Mon Jun 12 16:28:57 2023
0.000000;-0.306796;-0.003068;-0.306796;0.019451;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;-0.718364;-0.295336;-0.671387;-2.622044;Mon Jun 12 16:28:57 2023
0.000000;0.000000;-0.003068;0.000000;0.019420;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;-0.003722;-0.296867;-0.154346;-0.413207;Mon Jun 12 16:28:57 2023
0.003068;0.306796;-0.000000;0.306796;0.019420;0.000000;37.500000;103.500000;231.500000;104.500000;-0.005155;0.003722;-0.295336;0.487197;-1.157213;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;38.500000;103.500000;230.500000;103.500000;0.000000;0.718260;0.000000;-0.029570;2.807940;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;37.500000;104.500000;230.500000;103.500000;0.005181;0.721950;0.296867;-0.029570;3.066670;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;38.500000;103.500000;231.500000;104.500000;-0.005181;-1.443853;-0.296867;-0.029570;-6.410834;Mon Jun 12 16:28:57 2023
0.003068;0.000000;-0.000000;0.000000;0.019420;0.000000;37.500000;104.500000;230.500000;104.500000;0.000000;0.721918;0.000000;-0.029570;2.823127;Mon Jun 12 16:28:57 2023
